search_role,title,company,location,salary_min,salary_max,description,category,posted_date,url,description_clean,skills_found,skill_count,skills_found_str
machine learning engineer,Senior AI and Machine Learning Engineer,Hewlett Packard Enterprise,"Bangalore, Karnataka",,,"Senior AI and Machine Learning Engineer This role has been designed as ‘’Onsite’ with an expectation that you will primarily work from an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. Our culture …",IT Jobs,2026-06-14T02:28:44Z,https://www.adzuna.in/details/5762874544?utm_medium=api&utm_source=3a1fdfd4,"senior ai and machine learning engineer this role has been designed as ‘’onsite’ with an expectation that you will primarily work from an hpe office. who we are: hewlett packard enterprise is the global edge-to-cloud company advancing the way people live and work. we help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world. our culture …",['machine learning'],1,machine learning
machine learning engineer,AI and Machine Learning Engineer III,Hewlett Packard Enterprise,"Bangalore, Karnataka",,,"AI and Machine Learning Engineer III This role has been designed as ‘Hybrid’ with an expectation that you will work on average 2 days per week from an HPE office. Who We Are: Hewlett Packard Enterprise is the global edge-to-cloud company advancing the way people live and work. We help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world.…",IT Jobs,2026-07-13T03:32:27Z,https://www.adzuna.in/details/5798282761?utm_medium=api&utm_source=3a1fdfd4,"ai and machine learning engineer iii this role has been designed as ‘hybrid’ with an expectation that you will work on average 2 days per week from an hpe office. who we are: hewlett packard enterprise is the global edge-to-cloud company advancing the way people live and work. we help companies connect, protect, analyze, and act on their data and applications wherever they live, from edge to cloud, so they can turn insights into outcomes at the speed required to thrive in today’s complex world.…",['machine learning'],1,machine learning
machine learning engineer,Senior Machine Learning Engineer (Library),Loopio,India,,,"Take your career to new heights with Loopio! ✨ We are seeking a highly skilled Senior Machine Learning Engineer with deep expertise in NLP, large language models, and model deployment. This role focuses on building and operationalizing the core ML components that power our next generation search, summarization, and answer generation capabilities. You will work closely with Applied Scientists, Product, and Engineering to bring advanced models from prototype to reliable, scalable production syste…",IT Jobs,2026-03-11T01:41:17Z,https://www.adzuna.in/details/5660859778?utm_medium=api&utm_source=3a1fdfd4,"take your career to new heights with loopio! ✨ we are seeking a highly skilled senior machine learning engineer with deep expertise in nlp, large language models, and model deployment. this role focuses on building and operationalizing the core ml components that power our next generation search, summarization, and answer generation capabilities. you will work closely with applied scientists, product, and engineering to bring advanced models from prototype to reliable, scalable production syste…","['machine learning', 'nlp', 'scala']",3,"machine learning, nlp, scala"
machine learning engineer,Senior Machine Learning Engineer (GenAI),Spector.ai,"Bangalore, Karnataka",,,"Role Description We are seeking a senior genAI engineer to join our seasoned founding team to drive the development and innovation of our GenAI platform. Ideal candidates bring extensive experience in building agentic workflows, knowledge graphs and multimodal extraction systems for enterprise use cases. This role requires a hands-on engineer who is passionate about our mission, thrives in a startup environment, and is committed to pushing the boundaries of what AI can achieve in industrial res…",IT Jobs,2026-02-19T01:43:53Z,https://www.adzuna.in/details/5634980595?utm_medium=api&utm_source=3a1fdfd4,"role description we are seeking a senior genai engineer to join our seasoned founding team to drive the development and innovation of our genai platform. ideal candidates bring extensive experience in building agentic workflows, knowledge graphs and multimodal extraction systems for enterprise use cases. this role requires a hands-on engineer who is passionate about our mission, thrives in a startup environment, and is committed to pushing the boundaries of what ai can achieve in industrial res…",[],0,
machine learning engineer,Machine Learning Engineer (Computer Vision),Peak Hire Solutions,India,3500000.0,4500000.0,"Budget: 35 LPA to 45 LPA Work schedule is Mon to Fri, 3:30am to 12:30pm IST Key Responsibilities: Design, develop, and deploy computer vision and machine learning models for analyzing visual and document-based data. Build pipelines that convert unstructured visual inputs into structured and usable information. Develop and evaluate models for tasks such as object detection, segmentation, document parsing, and image understanding. Apply OCR and related techniques to extract meaningful information…",IT Jobs,2026-04-23T11:51:00Z,https://www.adzuna.in/details/5708033052?utm_medium=api&utm_source=3a1fdfd4,"budget: 35 lpa to 45 lpa work schedule is mon to fri, 3:30am to 12:30pm ist key responsibilities: design, develop, and deploy computer vision and machine learning models for analyzing visual and document-based data. build pipelines that convert unstructured visual inputs into structured and usable information. develop and evaluate models for tasks such as object detection, segmentation, document parsing, and image understanding. apply ocr and related techniques to extract meaningful information…",['machine learning'],1,machine learning
machine learning engineer,Machine Learning Engineer with an Agentic Focus,High 5 Games,India,,,"We are looking for a Machine Leaning Engineer (MLE) to design, build, and optimize our machine learning operation. You will play a crucial role in scaling AI models from research to production, ensuring smooth model deployment, monitoring, and lifecycle management across our Google Cloud Platform (GCP) infrastructure. You'll work closely with data scientists, ML Ops, and data engineers to automate workflows, improve model performance, and ensure reliability for our AI that serves millions of pl…",IT Jobs,2026-03-26T01:48:01Z,https://www.adzuna.in/details/5678349790?utm_medium=api&utm_source=3a1fdfd4,"we are looking for a machine leaning engineer (mle) to design, build, and optimize our machine learning operation. you will play a crucial role in scaling ai models from research to production, ensuring smooth model deployment, monitoring, and lifecycle management across our google cloud platform (gcp) infrastructure. you'll work closely with data scientists, ml ops, and data engineers to automate workflows, improve model performance, and ensure reliability for our ai that serves millions of pl…","['machine learning', 'gcp']",2,"machine learning, gcp"
machine learning engineer,Machine Learning Engineer/Data Engineer,Adient,India,,,"JOB DESCRIPTION Responsibilities Apply statistical analysis, and machine learning to solve business problems Clean, process, and analyze large datasets from multiple sources Write efficient, reusable, and reliable Python code for data processing and analysis. Build and optimize predictive models and algorithms Perform thorough code review to ensure adherence to coding standards and best practices Identify performance bottlenecks and suggest optimizations in Python code Validate documentation co…",IT Jobs,2026-05-10T02:26:10Z,https://www.adzuna.in/details/5724534077?utm_medium=api&utm_source=3a1fdfd4,"job description responsibilities apply statistical analysis, and machine learning to solve business problems clean, process, and analyze large datasets from multiple sources write efficient, reusable, and reliable python code for data processing and analysis. build and optimize predictive models and algorithms perform thorough code review to ensure adherence to coding standards and best practices identify performance bottlenecks and suggest optimizations in python code validate documentation co…","['python', 'machine learning']",2,"python, machine learning"
machine learning engineer,Data Science-Machine learning Engineer,EXL,India,,,"Job Description Marketing Analytics Domain Understanding: Understanding of PC insurance marketing/ Campaign working understanding Participate in moderately complex initiatives to deliver insights by converting the business problem into analytical format Programming, reporting the finding, using end results to contribute to large scale planning and process to create decision strategy Generate campaign and project performance reports with ability to understand marketing concept Data Analytics: Ab…",IT Jobs,2026-04-05T03:36:04Z,https://www.adzuna.in/details/5690242276?utm_medium=api&utm_source=3a1fdfd4,"job description marketing analytics domain understanding: understanding of pc insurance marketing/ campaign working understanding participate in moderately complex initiatives to deliver insights by converting the business problem into analytical format programming, reporting the finding, using end results to contribute to large scale planning and process to create decision strategy generate campaign and project performance reports with ability to understand marketing concept data analytics: ab…",[],0,
machine learning engineer,"Machine Learning Engineer, GenAI Technology",Point72,"Bangalore, Karnataka",,,"A Career with Point72's Technology Team As Point72 reimagines the future of investing, our Technology group is constantly improving our company’s IT infrastructure, positioning us at the forefront of a rapidly evolving technology landscape. We’re a team of experts experimenting, discovering new ways to harness the power of open source solutions, and embracing enterprise agile methodology. We encourage professional development to ensure you bring innovative ideas to our products while satisfying…",IT Jobs,2026-05-08T02:06:10Z,https://www.adzuna.in/details/5722023650?utm_medium=api&utm_source=3a1fdfd4,"a career with point72's technology team as point72 reimagines the future of investing, our technology group is constantly improving our company’s it infrastructure, positioning us at the forefront of a rapidly evolving technology landscape. we’re a team of experts experimenting, discovering new ways to harness the power of open source solutions, and embracing enterprise agile methodology. we encourage professional development to ensure you bring innovative ideas to our products while satisfying…",[],0,
machine learning engineer,"MTS 1, Machine Learning Engineer",Paypal,"Chennai, Tamil Nadu",,,"Lead ML Scientist as part of the India Seller Risk ML team at PayPal Job Description: Your way to impact You will actively partner with Risk Strategy teams and build cutting-edge ML models that enable frictionless experience for our good sellers, while minimizing the losses from bad actors in the system. Your day-to-day Work with business partners and stakeholders to understand the business, formulate the problems, come up with the solutions and communicate them back effectively to non-technica…",IT Jobs,2026-06-13T08:45:51Z,https://www.adzuna.in/details/5761948230?utm_medium=api&utm_source=3a1fdfd4,"lead ml scientist as part of the india seller risk ml team at paypal job description: your way to impact you will actively partner with risk strategy teams and build cutting-edge ml models that enable frictionless experience for our good sellers, while minimizing the losses from bad actors in the system. your day-to-day work with business partners and stakeholders to understand the business, formulate the problems, come up with the solutions and communicate them back effectively to non-technica…",[],0,
machine learning engineer,"Machine Learning Engineer III, Monk",ACV Auctions,"Injambakkam, Chennai",,,"Who we are looking for: Monk is leading the way in AI-driven innovation with its advanced damage detection technology for vehicles, enabling seamless integration into web and native applications via APIs. Our machine learning expertise is trusted by global leaders like our parent company ACV Auctions (USA), CAT Logistics (Europ Getaround (France), Autobiz (Europe), and Hgreg (Canad We are looking for a Machine Learning Scientist in Computer Vision who thrives on taking ownership, delivering imp…",IT Jobs,2026-06-18T03:15:44Z,https://www.adzuna.in/details/5767155006?utm_medium=api&utm_source=3a1fdfd4,"who we are looking for: monk is leading the way in ai-driven innovation with its advanced damage detection technology for vehicles, enabling seamless integration into web and native applications via apis. our machine learning expertise is trusted by global leaders like our parent company acv auctions (usa), cat logistics (europ getaround (france), autobiz (europe), and hgreg (canad we are looking for a machine learning scientist in computer vision who thrives on taking ownership, delivering imp…",['machine learning'],1,machine learning
machine learning engineer,Machine Learning Engineer I/II,Panasonic,"Pune, Maharashtra",,,"Roles and Responsibilities: Technical Leadership Architect, design, and implement scalable machine learning systems for optimized content delivery, connectivity, and personalization. Lead decision-making for ML infrastructure, cloud-based data pipelines, and deployment strategies. Define best practices for ML system design, versioning, and continuous integration. ML Model Development Build, train, and deploy predictive and generative models using frameworks such as TensorFlow, PyTorch, and Scik…",IT Jobs,2026-07-11T07:21:37Z,https://www.adzuna.in/details/5796417441?utm_medium=api&utm_source=3a1fdfd4,"roles and responsibilities: technical leadership architect, design, and implement scalable machine learning systems for optimized content delivery, connectivity, and personalization. lead decision-making for ml infrastructure, cloud-based data pipelines, and deployment strategies. define best practices for ml system design, versioning, and continuous integration. ml model development build, train, and deploy predictive and generative models using frameworks such as tensorflow, pytorch, and scik…","['machine learning', 'tensorflow', 'pytorch', 'scala']",4,"machine learning, tensorflow, pytorch, scala"
machine learning engineer,Machine Learning Engineer III (NLP),Suki,"Bangalore, Karnataka",,,"What we want to accomplish and why we need you Suki is a leading technology company that provides AI voice solutions for healthcare. Its mission is to reimagine the healthcare technology stack, making it invisible and assistive to lift the administrative burden from clinicians. Its flagship product is Suki Assistant, an AI assistant that uses generative AI to automatically create clinical documentation by ambiently listening to patient-clinician conversations. Suki helps clinicians complete not…",IT Jobs,2026-04-04T02:10:58Z,https://www.adzuna.in/details/5689136137?utm_medium=api&utm_source=3a1fdfd4,"what we want to accomplish and why we need you suki is a leading technology company that provides ai voice solutions for healthcare. its mission is to reimagine the healthcare technology stack, making it invisible and assistive to lift the administrative burden from clinicians. its flagship product is suki assistant, an ai assistant that uses generative ai to automatically create clinical documentation by ambiently listening to patient-clinician conversations. suki helps clinicians complete not…",[],0,
machine learning engineer,Data Scientist or Senior Machine Learning Engineer,Peak Hire Solutions,"Pune, Maharashtra",1700000.0,2300000.0,"Data Scientist or Senior Machine Learning Engineer We are currently hiring for the position of Data Scientist/ Senior Machine Learning Engineer (6–7 years' experience). Please find the detailed Job Description attached for your reference. We are looking for candidates with strong experience in : Machine Learning model development Scalable data pipeline development (ETL/ELT) Python and SQL Cloud platforms such as Azure/AWS/Databricks ML deployment environments (SageMaker, Azure ML, etc.) Kindly …",IT Jobs,2026-03-03T11:28:35Z,https://www.adzuna.in/details/5652053919?utm_medium=api&utm_source=3a1fdfd4,"data scientist or senior machine learning engineer we are currently hiring for the position of data scientist/ senior machine learning engineer (6–7 years' experience). please find the detailed job description attached for your reference. we are looking for candidates with strong experience in : machine learning model development scalable data pipeline development (etl/elt) python and sql cloud platforms such as azure/aws/databricks ml deployment environments (sagemaker, azure ml, etc.) kindly …","['python', 'sql', 'machine learning', 'aws', 'azure', 'etl', 'scala']",7,"python, sql, machine learning, aws, azure, etl, scala"
machine learning engineer,Senior Machine Learning Engineer - Data Analytics,Quantiphi,India,,,"While technology is the heart of our business, a global and diverse culture is the heart of our success. We love our people and we take pride in catering them to a culture built on transparency, diversity, integrity, learning and growth. If working in an environment that encourages you to innovate and excel, not just in professional but personal life, interests you- you would enjoy your career with Quantiphi! Role : Senior Machine Learning Engineer - Data Analytics Experience : 3-5 Years Locati…",IT Jobs,2026-04-13T02:02:19Z,https://www.adzuna.in/details/5697632930?utm_medium=api&utm_source=3a1fdfd4,"while technology is the heart of our business, a global and diverse culture is the heart of our success. we love our people and we take pride in catering them to a culture built on transparency, diversity, integrity, learning and growth. if working in an environment that encourages you to innovate and excel, not just in professional but personal life, interests you- you would enjoy your career with quantiphi! role : senior machine learning engineer - data analytics experience : 3-5 years locati…","['excel', 'machine learning']",2,"excel, machine learning"
machine learning engineer,Senior Machine Learning Engineer/Data Scientist,"TensorIoT Software Services Private Limited, India",India,1000000.0,3500000.0,"About TensorIoT AWS Advanced Consulting Partner (for ML and GenAI solutions) Pioneers in IoT and Generative AI products. Committed to diversity and inclusion in our teams. TensorIoT is an AWS Advanced Consulting Partner. We help companies realize the value and efficiency of the AWS ecosystem. From building PoCs and MVPs to production-ready applications, we are tackling complex business problems every day and developing solutions to drive customer success. TensorIoT's founders helped build world…",IT Jobs,2024-04-04T18:05:46Z,https://www.adzuna.in/details/4635943333?utm_medium=api&utm_source=3a1fdfd4,"about tensoriot aws advanced consulting partner (for ml and genai solutions) pioneers in iot and generative ai products. committed to diversity and inclusion in our teams. tensoriot is an aws advanced consulting partner. we help companies realize the value and efficiency of the aws ecosystem. from building pocs and mvps to production-ready applications, we are tackling complex business problems every day and developing solutions to drive customer success. tensoriot's founders helped build world…",['aws'],1,aws
machine learning engineer,Machine Learning Engineer - IV (Computer Vision),Jobgether,India,,,"This position is listed on behalf of a partner company, who manages all applications and next steps. Our partner is looking for a Machine Learning Engineer - IV (Computer Vision) based in India. This role offers the opportunity to lead the development of advanced computer vision and biometric solutions in a high-impact technology environment. You will design, train, and scale machine learning systems that improve identity verification and digital trust worldwide. The position combines deep tech…",IT Jobs,2026-07-25T03:14:18Z,https://www.adzuna.in/details/5814400055?utm_medium=api&utm_source=3a1fdfd4,"this position is listed on behalf of a partner company, who manages all applications and next steps. our partner is looking for a machine learning engineer - iv (computer vision) based in india. this role offers the opportunity to lead the development of advanced computer vision and biometric solutions in a high-impact technology environment. you will design, train, and scale machine learning systems that improve identity verification and digital trust worldwide. the position combines deep tech…","['machine learning', 'git']",2,"machine learning, git"
machine learning engineer,Machine Learning Engineer - IV (Computer Vision),Jumio,India,,,"Machine Learning Engineer IV – (Computer Vision) We’re looking for a Staff/Senior Machine Learning Engineer with deep expertise in computer vision and biometrics to lead the design and scaling of face recognition systems in production. You’ll build and train models, and own ML systems end-to-end on AWS. The final job level for this role will be determined following the interview process. What You’ll Do Lead the design and development of computer vision systems for biometrics (face attributes, d…",IT Jobs,2026-07-23T03:17:19Z,https://www.adzuna.in/details/5811321223?utm_medium=api&utm_source=3a1fdfd4,"machine learning engineer iv – (computer vision) we’re looking for a staff/senior machine learning engineer with deep expertise in computer vision and biometrics to lead the design and scaling of face recognition systems in production. you’ll build and train models, and own ml systems end-to-end on aws. the final job level for this role will be determined following the interview process. what you’ll do lead the design and development of computer vision systems for biometrics (face attributes, d…","['machine learning', 'aws']",2,"machine learning, aws"
machine learning engineer,"Staff Machine Learning Engineer-Search & Personalization,",Warner Bros. Discovery,"Bangalore, Karnataka",,,"Roles & Responsibilities We are looking for a passionate Staff Machine Learning engineer to support, build and scale the personalization and search platforms for the global streaming app Max as well as ongoing and future streaming initiatives. You are excited about working in a fast-moving environment that fosters engineering and operational excellence with continuous development, deployment, experimentation, quality assurance, and collaboration. You will bring an obsession with our customers a…",IT Jobs,2026-06-24T07:22:26Z,https://www.adzuna.in/details/5774235312?utm_medium=api&utm_source=3a1fdfd4,"roles & responsibilities we are looking for a passionate staff machine learning engineer to support, build and scale the personalization and search platforms for the global streaming app max as well as ongoing and future streaming initiatives. you are excited about working in a fast-moving environment that fosters engineering and operational excellence with continuous development, deployment, experimentation, quality assurance, and collaboration. you will bring an obsession with our customers a…","['excel', 'machine learning']",2,"excel, machine learning"
machine learning engineer,Staff Machine Learning Engineer (Agentic AI),Zscaler,India,,,"About Zscaler Zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. As an AI-forward enterprise , we are constantly pushing the envelope, leveraging the world’s largest security data lake to power our cloud-native Zero Trust Exchange platform. This innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. Here, impact in your role matters more than t…",IT Jobs,2025-10-04T14:34:14Z,https://www.adzuna.in/details/5431042962?utm_medium=api&utm_source=3a1fdfd4,"about zscaler zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. as an ai-forward enterprise , we are constantly pushing the envelope, leveraging the world’s largest security data lake to power our cloud-native zero trust exchange platform. this innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. here, impact in your role matters more than t…",['git'],1,git
machine learning engineer,Staff Machine Learning Engineer (Video Insights),Jiostar India,"Bangalore, Karnataka",,,"Job Summary: As a Staff Software Engineer, you will demonstrate strong independence and technical proficiency while collaborating effectively within the team. You will uphold a standard of excellence, ensuring high-quality work and timely delivery of projects. Additionally, you will serve as the functional lead within your domain, providing guidance and expertise to team members. About the team: Subscriptions and Payments Team powers the end-to-end direct monetization engine for India’s largest…",IT Jobs,2026-06-04T02:17:41Z,https://www.adzuna.in/details/5750965185?utm_medium=api&utm_source=3a1fdfd4,"job summary: as a staff software engineer, you will demonstrate strong independence and technical proficiency while collaborating effectively within the team. you will uphold a standard of excellence, ensuring high-quality work and timely delivery of projects. additionally, you will serve as the functional lead within your domain, providing guidance and expertise to team members. about the team: subscriptions and payments team powers the end-to-end direct monetization engine for india’s largest…",['excel'],1,excel
machine learning engineer,Senior Machine Learning Engineer (Agentic AI),Zscaler,India,,,"About Zscaler Zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. As an AI-forward enterprise , we are constantly pushing the envelope, leveraging the world’s largest security data lake to power our cloud-native Zero Trust Exchange platform. This innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. Here, impact in your role matters more than t…",IT Jobs,2026-05-25T02:30:15Z,https://www.adzuna.in/details/5740038675?utm_medium=api&utm_source=3a1fdfd4,"about zscaler zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. as an ai-forward enterprise , we are constantly pushing the envelope, leveraging the world’s largest security data lake to power our cloud-native zero trust exchange platform. this innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. here, impact in your role matters more than t…",['git'],1,git
machine learning engineer,Staff Machine Learning Engineer (Agentic AI),Zscaler,"Bangalore, Karnataka",,,"About Zscaler Zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. As an AI-forward enterprise , we are constantly pushing the envelope, leveraging the world's largest security data lake to power our cloud-native Zero Trust Exchange platform. This innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. Here, impact in your role matters more than t…",IT Jobs,2025-10-05T11:12:29Z,https://www.adzuna.in/details/5432357509?utm_medium=api&utm_source=3a1fdfd4,"about zscaler zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. as an ai-forward enterprise , we are constantly pushing the envelope, leveraging the world's largest security data lake to power our cloud-native zero trust exchange platform. this innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. here, impact in your role matters more than t…",['git'],1,git
machine learning engineer,Senior Machine Learning Engineer (Agentic AI),Zscaler,"Bangalore, Karnataka",,,"About Zscaler Zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. As an AI-forward enterprise , we are constantly pushing the envelope, leveraging the world's largest security data lake to power our cloud-native Zero Trust Exchange platform. This innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. Here, impact in your role matters more than t…",IT Jobs,2026-05-24T10:12:51Z,https://www.adzuna.in/details/5739455641?utm_medium=api&utm_source=3a1fdfd4,"about zscaler zscaler accelerates digital transformation to ensure our customers can be more agile, efficient, resilient, and secure. as an ai-forward enterprise , we are constantly pushing the envelope, leveraging the world's largest security data lake to power our cloud-native zero trust exchange platform. this innovation protects our customers from cyberattacks and data loss by securely connecting users, devices, and applications in any location. here, impact in your role matters more than t…",['git'],1,git
machine learning engineer,Sr Machine Learning Engineer - AI Systems,Amgen,"Hyderabad, Telangana",,,"ABOUT AMGEN Amgen harnesses the best of biology and technology to fight the world's toughest diseases, and make people's lives easier, fuller and longer. We discover, develop, manufacture and deliver innovative medicines to help millions of patients. Amgen helped establish the biotechnology industry more than 40 years ago and remains on the cutting-edge of innovation, using technology and human genetic data to push beyond what's known today. ABOUT THE ROLE Role Description: We are seeking a hig…",IT Jobs,2026-05-24T10:11:20Z,https://www.adzuna.in/details/5739446311?utm_medium=api&utm_source=3a1fdfd4,"about amgen amgen harnesses the best of biology and technology to fight the world's toughest diseases, and make people's lives easier, fuller and longer. we discover, develop, manufacture and deliver innovative medicines to help millions of patients. amgen helped establish the biotechnology industry more than 40 years ago and remains on the cutting-edge of innovation, using technology and human genetic data to push beyond what's known today. about the role role description: we are seeking a hig…",[],0,
machine learning engineer,Machine Learning Engineer III - Recommendation System,Glance,"Bangalore, Karnataka",,,"Glance AI is an AI commerce platform shaping the next wave of e-commerce with inspiration-led shopping, less about searching for what you want and more about discovering who you could be. Operating in 140 countries, Glance AI transforms every screen into a stage for instant, personal, and joyful discovery, where inspiration becomes something you can explore, feel, and shop in the moment. Its proprietary models, seamlessly integrated with Google’s most advanced AI platforms, Gemini and Imagen on…",IT Jobs,2026-03-02T01:52:46Z,https://www.adzuna.in/details/5650474092?utm_medium=api&utm_source=3a1fdfd4,"glance ai is an ai commerce platform shaping the next wave of e-commerce with inspiration-led shopping, less about searching for what you want and more about discovering who you could be. operating in 140 countries, glance ai transforms every screen into a stage for instant, personal, and joyful discovery, where inspiration becomes something you can explore, feel, and shop in the moment. its proprietary models, seamlessly integrated with google’s most advanced ai platforms, gemini and imagen on…",[],0,
machine learning engineer,"Senior Machine Learning Engineer, Data Insights",Roku,"Bangalore, Karnataka",,,"Teamwork makes the stream work. Roku is changing how the world watches TV Roku is the 1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage …",IT Jobs,2026-07-17T03:18:59Z,https://www.adzuna.in/details/5803801646?utm_medium=api&utm_source=3a1fdfd4,"teamwork makes the stream work. roku is changing how the world watches tv roku is the 1 tv streaming platform in the u.s., canada, and mexico, and we've set our sights on powering every television in the world. roku pioneered streaming to the tv. our mission is to be the tv streaming platform that connects the entire tv ecosystem. we connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage …",[],0,
machine learning engineer,"Senior Machine Learning Engineer, Gen AI",Weave,India,,,"Weave is looking for engineers hungry for fun challenges who can join our self-empowered teams and contribute in both technical and non-technical ways. You will be joining a team of talented developers that share a common interest in distributed backend systems, data, scalability, and continued development. You will get a chance to apply these, and other skills, to new and ongoing projects to make machine learning more approachable, data more available, and easier to discover and use by helping…",IT Jobs,2026-03-28T01:48:05Z,https://www.adzuna.in/details/5680516932?utm_medium=api&utm_source=3a1fdfd4,"weave is looking for engineers hungry for fun challenges who can join our self-empowered teams and contribute in both technical and non-technical ways. you will be joining a team of talented developers that share a common interest in distributed backend systems, data, scalability, and continued development. you will get a chance to apply these, and other skills, to new and ongoing projects to make machine learning more approachable, data more available, and easier to discover and use by helping…","['machine learning', 'scala']",2,"machine learning, scala"
machine learning engineer,Senior Machine Learning Engineer - Advertising Engineering,Roku,"Bangalore, Karnataka",,,"Teamwork makes the stream work. Roku is changing how the world watches TV Roku is the 1 TV streaming platform in the U.S., Canada, and Mexico, and we've set our sights on powering every television in the world. Roku pioneered streaming to the TV. Our mission is to be the TV streaming platform that connects the entire TV ecosystem. We connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage …",IT Jobs,2026-07-02T02:54:24Z,https://www.adzuna.in/details/5784374354?utm_medium=api&utm_source=3a1fdfd4,"teamwork makes the stream work. roku is changing how the world watches tv roku is the 1 tv streaming platform in the u.s., canada, and mexico, and we've set our sights on powering every television in the world. roku pioneered streaming to the tv. our mission is to be the tv streaming platform that connects the entire tv ecosystem. we connect consumers to the content they love, enable content publishers to build and monetize large audiences, and provide advertisers unique capabilities to engage …",[],0,
machine learning engineer,Staff Machine Learning Engineer (Employer of Record),Credit Acceptance Corporation,India,,,"Credit Acceptance is proud to be an award-winning company with workplace recognition in multiple categories! Our world-class culture is shaped by dedicated Team Members who share a drive to succeed as professionals and together as a company. A great product, amazing people and our stable financial history have made us one of the largest used car finance companies in the United States. In this role, you will work as a dedicated member of a globally distributed team, partnering closely with busin…",Engineering Jobs,2026-06-27T02:29:18Z,https://www.adzuna.in/details/5778155991?utm_medium=api&utm_source=3a1fdfd4,"credit acceptance is proud to be an award-winning company with workplace recognition in multiple categories! our world-class culture is shaped by dedicated team members who share a drive to succeed as professionals and together as a company. a great product, amazing people and our stable financial history have made us one of the largest used car finance companies in the united states. in this role, you will work as a dedicated member of a globally distributed team, partnering closely with busin…",[],0,
machine learning engineer,Senior Artificial Intelligence/Machine Learning Engineer,Artivatic,"Bangalore, Karnataka",600000.0,1200000.0,"Responsibilities :- Define the short-term tactics and long-term technology strategy.- Communicate that technical vision to technical and non-technical partners, customers and investors.- Lead the development of AI/ML related products as it matures into lean, high performing agile teams.- Scale the AI/ML teams by finding and hiring the right mix of on-shore and off-shore resources.- Work collaboratively with the business, partners, and customers to consistently deliver business value.- Own the v…",IT Jobs,2019-05-24T21:25:36Z,https://www.adzuna.in/details/1161627553?utm_medium=api&utm_source=3a1fdfd4,"responsibilities :- define the short-term tactics and long-term technology strategy.- communicate that technical vision to technical and non-technical partners, customers and investors.- lead the development of ai/ml related products as it matures into lean, high performing agile teams.- scale the ai/ml teams by finding and hiring the right mix of on-shore and off-shore resources.- work collaboratively with the business, partners, and customers to consistently deliver business value.- own the v…",[],0,
machine learning engineer,Senior Machine Learning Engineer (NLP specialization),Service Pack,"Hyderabad, Telangana",1200000.0,1500000.0,What are the Key Responsibilities: Design NLP applications Select appropriate annotated datasets for Supervised Learning methods Use effective text representations to transform natural language into useful features Find and implement the right algorithms and tools for NLP tasks Develop NLP systems according to requirements Train the developed model and run evaluation experiments Perform statistical analysis of results and refine models Extend ML libraries and frameworks to apply in NLP tasks Re…,IT Jobs,2022-10-11T07:23:35Z,https://www.adzuna.in/details/3576196749?utm_medium=api&utm_source=3a1fdfd4,what are the key responsibilities: design nlp applications select appropriate annotated datasets for supervised learning methods use effective text representations to transform natural language into useful features find and implement the right algorithms and tools for nlp tasks develop nlp systems according to requirements train the developed model and run evaluation experiments perform statistical analysis of results and refine models extend ml libraries and frameworks to apply in nlp tasks re…,['nlp'],1,nlp
